instrument_key,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,option_type,exchange
NSE_EQ|INE02AR01019,3732.0,ANMOL,ANMOL INDIA LIMITED,36.44,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0MGM01017,11198.0,ANNAPURNA,ANNAPURNA SWADISHT LTD,300.0,,,0.05,500.0,EQUITY,,NSE
NSE_EQ|INE436A01026,19677.0,ANSALAPI,ANSAL PROP & INFRA LTD,9.59,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE414B01021,5194.0,ANTGRAPHIC,ANTARCTICA LTD,1.48,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE294Z01018,9014.0,ANUP,THE ANUP ENGINEERING LTD,1793.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE930P01018,2829.0,ANURAS,ANUPAM RASAYAN INDIA LTD,781.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE930P13013,23687.0,ANURAS,ANUPAM RASAYAN INDIA LTD,,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0MIZ23019,11945.0,ANZEN,ANZEN IND ENE YLD PLU TRU,,,,0.01,200000.0,EQUITY,,NSE
NSE_EQ|INE372A01015,11491.0,APARINDS,APAR INDUSTRIES LTD.,8147.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE071F01012,20453.0,APCL,ANJANI PORTLAND CEM LTD,193.54,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE116A01032,154.0,APCOTEXIND,APCOTEX INDUSTRIES LIMITE,461.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE346W01013,21623.0,APEX,APEX FROZEN FOODS LIMITED,232.84,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE702C01027,25780.0,APLAPOLLO,APL APOLLO TUBES LTD,1580.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE901L01018,25328.0,APLLTD,ALEMBIC PHARMA LTD,891.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE713T01028,1134.0,APOLLO,APOLLO MICRO SYSTEMS LTD,102.95,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE437A01024,157.0,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,6168.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE126J01016,14361.0,APOLLOPIPE,APOLLO PIPES LIMITED,666.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE438A01022,163.0,APOLLOTYRE,APOLLO TYRES LTD,477.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE451F01024,6302.0,APOLSINHOT,APOLLO SINDOORI HOTEL LTD,1573.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0P0001010,21451.0,APS,AUSTRALIAN PREM SOLAR I L,426.6,,,0.05,500.0,EQUITY,,NSE
NSE_EQ|INE266F01018,10755.0,APTECHT,APTECH LIMITED,231.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE852O01025,5435.0,APTUS,APTUS VALUE HSG FIN I LTD,340.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE08NJ01024,19253.0,ARABIAN,ARABIAN PETROLEUM LIMITED,84.0,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE877I01016,16799.0,ARCHIDPLY,ARCHIDPLY IND. LTD,113.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE731A01020,5688.0,ARCHIES,ARCHIES LTD,25.14,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE885A01032,100.0,ARE&M,AMARA RAJA ENERGY MOB LTD,1342.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE610C01014,181.0,ARENTERP,RAJDARSHAN INDUSTRIES LTD,42.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0L2Y01011,13098.0,ARHAM,ARHAM TECHNOLOGIES LTD,142.8,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE298I01015,15204.0,ARIES,ARIES AGRO LTD.,245.12,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0NCC01015,13340.0,ARIHANTACA,ARIHANT ACADEMY LIMITED,131.9,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE420B01036,3813.0,ARIHANTCAP,ARIHANT CAPITAL MKTS LTD,66.84,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE643K01018,20159.0,ARIHANTSUP,ARIHANT SUPERSTRUCT LTD,334.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE082101010,13926.0,ARISTO,ARISTO BIO T AND LIFESC L,81.0,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INE109C01017,17263.0,ARMANFIN,ARMAN FIN SERV LTD,2453.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE210C01013,14557.0,AROGRANITE,ARO GRANITE IND. LTD.,55.7,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE570D01018,9260.0,ARROWGREEN,ARROW GREENTECH LIMITED,573.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE968D01022,17825.0,ARSHIYA,ARSHIYA LIMITED,5.95,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE025R01021,16913.0,ARTEMISMED,ARTEMIS MED SERVICE LTD,179.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE738V01013,6156.0,ARTNIRMAN,ART NIRMAN LIMITED,67.44,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE006Z01016,2820.0,ARVEE,ARVEE LABORATORIES I LTD,191.07,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE034A01011,193.0,ARVIND,ARVIND LIMITED,375.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE955V01021,9111.0,ARVINDFASN,ARVIND FASHIONS LIMITED,469.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE034S01021,10457.0,ARVSMART,ARVIND SMARTSPACES LTD,697.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE439A01020,5378.0,ASAHIINDIA,ASAHI INDIA GLASS LIMITED,617.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE228I01012,25088.0,ASAHISONG,ASAHI SONGWON COLOR LTD,407.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE900C01027,10634.0,ASAL,AUTOMOTIVE STAMPINGS & AS,976.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE073G01016,17598.0,ASALCBR,ASSO ALCOHOLS & BREW LTD,712.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE08KD01015,15030.0,ASCOM,ASCOM LEASIN & INVEST LTD,150.3,,,0.05,500.0,EQUITY,,NSE
NSE_EQ|INE348A01023,203.0,ASHAPURMIN,ASHAPURA MINECHEM LTD,403.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE365D01021,24403.0,ASHIANA,ASHIANA HOUSING LTD,416.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE440A01010,206.0,ASHIMASYN,ASHIMA LTD,36.09,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE442H01029,20182.0,ASHOKA,ASHOKA BUILDCON LTD,221.37,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE760Y01011,16943.0,ASHOKAMET,ASHOKA METCAST LIMITED,19.67,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE208A01029,212.0,ASHOKLEY,ASHOK LEYLAND LTD,238.04,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE276G01015,7030.0,ASIANENE,ASIAN ENERGY SERVICES LTD,278.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE363A01022,18425.0,ASIANHOTNR,ASIAN HOTELS (NORTH) LTD,140.01,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE021A01026,236.0,ASIANPAINT,ASIAN PAINTS LIMITED,2905.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE022I01019,14889.0,ASIANTILES,ASIAN GRANITO IND. LTD.,71.82,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE491J01022,20152.0,ASKAUTOLTD,ASK AUTOMOTIVE LIMITED,316.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE617I01024,20503.0,ASLIND,ASL INDUSTRIES LIMITED,,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE855F01042,14064.0,ASMS,BARTRONICS INDIA LIMITED,18.58,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE991I01015,17270.0,ASPINWALL,ASPINWALL & CO LTD,270.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0S7801010,23396.0,ASPIRE,ASPIRE & INNOVATIVE ADV L,97.35,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE563J01010,17728.0,ASTEC,ASTEC LIFESCIENCES LTD,1203.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE914M01019,1508.0,ASTERDM,ASTER DM HEALTHCARE LTD.,361.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE006I01046,14418.0,ASTRAL,ASTRAL LIMITED,2226.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE386C01029,11618.0,ASTRAMICRO,ASTRA MICROWAVE LTD,887.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE203A01020,5610.0,ASTRAZEN,ASTRAZENECA PHARMA IND LT,6342.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE646X01014,880.0,ASTRON,ASTRON PAPER BORD MIL LTD,20.89,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0ALR01029,15653.0,ATALREAL,ATAL REALTECH LIMITED,7.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE09KD01013,15411.0,ATAM,ATAM VALVES LIMITED,220.42,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE209A01019,1663.0,ATFL,AGRO TECH FOODS LIMITED,683.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE399L01023,6066.0,ATGL,ADANI TOTAL GAS LIMITED,951.7,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0NN701020,17778.0,ATL,ALLCARGO TERMINALS LTD,51.4,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE285H01022,13582.0,ATLANTAA,ATLANTAA LIMITED,38.88,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE05DH01017,22785.0,ATMASTCO,ATMASTCO LIMITED,246.6,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE100A01010,263.0,ATUL,ATUL LTD,6192.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE951D01028,30023.0,ATULAUTO,ATUL AUTO LIMITED,555.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE949L01017,21238.0,AUBANK,AU SMALL FINANCE BANK LTD,667.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE448V01019,18762.0,AURDIS,AURANGABAD DISTILLERY LTD,287.85,,,0.05,500.0,EQUITY,,NSE
NSE_EQ|INE132H01018,12022.0,AURIONPRO,AURIONPRO SOLN LTD,2548.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0NUL01018,15869.0,AUROIMPEX,AURO IMPEX & CHEMICALS L,73.15,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INE406A01037,275.0,AUROPHARMA,AUROBINDO PHARMA LTD,1248.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE898S01029,10310.0,AURUM,AURUM PROPTECH LIMITED,143.88,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|IN9898S01027,23662.0,AURUMPP1,AURUM RS. 3.12 PPD UP,110.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE218C01016,9035.0,AUSOMENT,AUSOM ENTERPRISE LIMITED,97.49,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE449A01011,278.0,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,1996.8,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF204KC1337,7880.0,AUTOBEES,NIPPONAMC - NETFAUTO,257.47,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC10V2,7844.0,AUTOIETF,ICICIPRAMC - ICICIAUTO,25.63,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE718H01014,14106.0,AUTOIND,AUTOLINE INDUSTRIES LTD,125.5,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE349W01017,21406.0,AVADHSUGAR,AVADH SUG & ENERGY LTD,607.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0LCL01028,15058.0,AVALON,AVALON TECHNOLOGIES LTD,520.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE871C01038,7936.0,AVANTIFEED,AVANTI FEEDS LIMITED,615.05,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE680Z01018,15589.0,AVG,AVG LOGISTICS LIMITED,520.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE323B01016,13557.0,AVONMORE,AVONMORE CAP&MGT SERV LTD,127.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE0R9401019,23159.0,AVPINFRA,AVP INFRACON LIMITED,123.6,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INE652Z01017,8827.0,AVROIND,AVRO INDIA LIMITED,118.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE522V01011,18693.0,AVSL,AVSL INDUSTRIES LIMITED,152.15,,,0.05,1000.0,EQUITY,,NSE
NSE_EQ|INE488D01021,14008.0,AVTNPL,AVT NATURAL PRODUCTS LTD,86.19,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE108V01019,23864.0,AWFIS,AWFIS SPACE SOLUTIONS LTD,472.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE01BK01022,1797.0,AWHCL,ANTONY WASTE HDG CELL LTD,445.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE699H01024,8110.0,AWL,ADANI WILMAR LIMITED,344.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE238A01034,5900.0,AXISBANK,AXIS BANK LIMITED,1187.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF846K01X63,1044.0,AXISBNKETF,AXISAMC - AXISBNKETF,508.78,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K01Z04,3530.0,AXISBPSETF,AXISAMC - AXISBPSETF,11.76,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE555B01013,9436.0,AXISCADES,AXISCADES TECH LTD,478.9,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF846K016C7,5732.0,AXISCETF,AXISAMC - AXISCETF,112.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K01W80,20532.0,AXISGOLD,AXIS MF - AXIS GOLD ETF,61.04,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K01Z12,3608.0,AXISHCETF,AXISAMC - AXISHCETF,125.82,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K011K1,11193.0,AXISILVER,AXISAMC - AXISILVER,90.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K01W98,21252.0,AXISNIFTY,AXISAMC - AXISNIFTY,251.45,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K01Y96,3010.0,AXISTECETF,AXISAMC - AXISTECETF,366.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE02EZ01022,9902.0,AXITA,AXITA COTTON LIMITED,21.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF846K010Q0,14742.0,AXSENSEX,AXISAMC - AXSENSEX,77.34,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE193B01039,10285.0,AYMSYNTEX,AYM SYNTEX LIMITED,93.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE02IJ01035,20905.0,AZAD,AZAD ENGINEERING LIMITED,1685.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0QW501012,20141.0,BABAFP,BABA FOOD PROCESSING,54.5,,,0.05,1600.0,EQUITY,,NSE
NSE_EQ|INE116D01028,14075.0,BAGFILMS,B.A.G FILMS AND MEDIA LTD,8.82,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE029Q01017,12989.0,BAHETI,BAHETI RECYCLING IND LTD,302.0,,,0.05,750.0,EQUITY,,NSE
NSE_EQ|INE020D01022,13794.0,BAIDFIN,BAID FINSERV LIMITED,20.47,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE917I01010,16669.0,BAJAJ-AUTO,BAJAJ AUTO LIMITED,9904.25,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE933K01021,19531.0,BAJAJCON,BAJAJ CONSUMER CARE LTD,262.17,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE193E01025,15034.0,BAJAJELEC,BAJAJ ELECT.LTD,1017.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE918I01026,16675.0,BAJAJFINSV,BAJAJ FINSERV LTD.,1579.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE411U01027,6863.0,BAJAJHCARE,BAJAJ HEALTHCARE LIMITED,306.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE306A01021,308.0,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,36.46,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE118A01012,305.0,BAJAJHLDNG,BAJAJ HOLDINGS & INVS LTD,8350.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0KQN01018,20531.0,BAJEL,BAJEL PROJECTS LIMITED,273.16,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE296A01024,317.0,BAJFINANCE,BAJAJ FINANCE LIMITED,7217.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE794B01026,9158.0,BALAJITELE,BALAJI TELEFILMS LIMITED.,67.61,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE050E01027,14501.0,BALAMINES,BALAJI AMINES LIMITED,2188.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE618N01022,11309.0,BALAXI,BALAXI PHARMA LTD,126.78,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE875R01011,10181.0,BALKRISHNA,BALKRISHNA PAPER MILLS L,26.25,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE787D01026,335.0,BALKRISIND,BALKRISHNA IND. LTD,3209.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE164A01016,338.0,BALMLAWRIE,BALMER LAWRIE & CO LTD,263.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE083D01012,13441.0,BALPHARMA,BAL PHARMA LTD.,120.78,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE119A01028,341.0,BALRAMCHIN,BALRAMPUR CHINI MILLS LTD,419.55,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE011E01029,23607.0,BALUFORGE,BALU FORGE INDUSTRIES LTD,303.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE655B01011,347.0,BANARBEADS,BANARAS BEADS LTD,92.02,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE459A01010,350.0,BANARISUG,BANNARI AMMAN SUGARS LTD,2581.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE213C01025,13880.0,BANCOINDIA,BANCO PRODUCTS (I) LTD,621.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE545U01014,2263.0,BANDHANBNK,BANDHAN BANK LIMITED,196.47,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE863I01016,15303.0,BANG,BANG OVERSEAS LTD.,45.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE862Y01015,828.0,BANKA,BANKA BIOLOO LIMITED,88.54,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE028A01039,4668.0,BANKBARODA,BANK OF BARODA,283.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF204KB15I9,11439.0,BANKBEES,NIP IND ETF BANK BEES,510.66,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF0QA701714,21986.0,BANKBETF,BFAM - BANKBETF,50.05,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF769K01KR3,17419.0,BANKETF,MIRAEAMC - BANKETF,500.99,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF740KA1RX3,13644.0,BANKETFADD,DSPAMC - DSPBANKETF,50.5,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF109KC15I8,11037.0,BANKIETF,ICICIPRAMC - IPRU5008,50.51,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE084A01016,4745.0,BANKINDIA,BANK OF INDIA,124.06,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INF174K01F59,5851.0,BANKNIFTY1,KOTAKMAMC-KOTAKBKETF,511.69,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE629D01020,14511.0,BANSWRAS,BANSWARA SYNTEX LIMITED,146.71,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE382M01027,3127.0,BARBEQUE,BARBEQUE NATION HOSP. LTD,575.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE373A01013,368.0,BASF,BASF INDIA LTD,4849.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0OCC01013,18442.0,BASILIC,BASILIC FLY STUDIO LTD,337.95,,,0.05,300.0,EQUITY,,NSE
NSE_EQ|INE186H01022,12034.0,BASML,BANNARI AM SPIN MILL LTD.,44.73,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE176A01028,371.0,BATAINDIA,BATA INDIA LTD,1464.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0JFJ01011,22571.0,BAWEJA,BAWEJA STUDIOS LIMITED,91.0,,,0.05,800.0,EQUITY,,NSE
NSE_EQ|INE462A01022,17927.0,BAYERCROP,BAYER CROPSCIENCE LTD,6080.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF754K01OB1,7196.0,BBETF0432,EDELAMC - BBETF0432,1148.0,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE464A01036,13761.0,BBL,BHARAT BIJLEE LTD,4400.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF251K01SU9,20547.0,BBNPPGOLD,BARODABNP - BBNPPGOLD,71.1,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE676A01027,3435.0,BBOX,BLACK BOX LIMITED,267.07,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE050A01025,380.0,BBTC,BOMBAY BURMAH TRADING COR,1674.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE01EE01011,12153.0,BBTCL,B&B TRIPLEWALL CONT LTD,245.61,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE425B01027,23580.0,BCG,BRIGHTCOM GROUP LIMITED,9.88,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE412G01024,2513.0,BCLIND,BCL INDUSTRIES LIMITED,55.23,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE977Y01011,7780.0,BCONCEPTS,BRAND CONCEPTS LIMITED,684.75,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE171Z01026,2144.0,BDL,BHARAT DYNAMICS LIMITED,1421.35,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE766Q01014,4294.0,BDR,BDR BUILDCON LIMITED,,,,0.05,16667.0,EQUITY,,NSE
NSE_EQ|INE639X01027,23925.0,BEACON,BEACON TRUSTEESHIP LTD,89.8,,,0.05,2000.0,EQUITY,,NSE
NSE_EQ|INE520H01022,17933.0,BEARDSELL,BEARDSELL LIMITED,38.81,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE495P01012,1628.0,BECTORFOOD,MRS BECTORS FOOD SPE LTD,1414.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE844K01012,20196.0,BEDMUTHA,BEDMUTHA INDUST LTD,249.95,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE263A01024,383.0,BEL,BHARAT ELECTRONICS LTD,290.5,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE258A01016,395.0,BEML,BEML LIMITED,3958.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE922A01025,419.0,BEPL,BHANSALI ENG. POLYMERS LT,100.73,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE463A01038,404.0,BERGEPAINT,BERGER PAINTS (I) LTD,499.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE052T01013,2306.0,BESTAGRO,BEST AGROLIFE LIMITED,598.65,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE351Y01019,81.0,BETA,BETA DRUGS LIMITED,1219.05,,,0.05,100.0,EQUITY,,NSE
NSE_EQ|INE0HQI01014,5662.0,BEWLTD,BEW ENGINEERING LIMITED,1469.95,,,0.05,125.0,EQUITY,,NSE
NSE_EQ|INE878K01010,21113.0,BFINVEST,BF INVESTMENT LIMITED,594.2,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INF769K01HI8,5220.0,BFSI,MIRAEAMC - MAFSETF,22.72,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE243D01012,14567.0,BFUTILITIE,BF UTILITIES LIMITED,906.85,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE661I01014,15193.0,BGRENERGY,BGR ENERGY SYSTEMS LTD,41.58,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE414D01027,6164.0,BHAGCHEM,BHAGIRADHA CHEM & INDS L,263.62,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE354C01027,13400.0,BHAGERIA,BHAGERIA INDUSTRIES LTD,162.98,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE458B01036,20776.0,BHAGYANGR,BHAGYANAGAR INDIA LIMITED,109.75,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE992S01012,9985.0,BHALCHANDR,BHALCHANDRAM CLOTHING LTD,,,,0.05,11765.0,EQUITY,,NSE
NSE_EQ|INE474E01029,19556.0,BHANDARI,BHANDARI HOSIERY EXP LTD,9.08,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE465A01025,422.0,BHARATFORG,BHARAT FORGE LTD,1631.6,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE561C01019,426.0,BHARATGEAR,BHARAT GEARS LTD.,110.55,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE838B01013,3834.0,BHARATRAS,BHARAT RASAYAN LTD,10417.45,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE316L01019,16123.0,BHARATWIRE,BHARAT WIRE ROPES LTD.,272.0,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE397D01024,10604.0,BHARTIARTL,BHARTI AIRTEL LIMITED,1438.4,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE343G01021,23489.0,BHARTIHEXA,BHARTI HEXACOM LIMITED,1110.3,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE257A01026,438.0,BHEL,BHEL,295.15,,,0.05,1.0,EQUITY,,NSE
NSE_EQ|INE0NHL23019,23036.0,BHINVIT,BHARAT HIGHWAYS INVIT,106.53,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE412U01025,18431.0,BIGBLOC,BIGBLOC CONSTRUCTION LTD,237.82,,,0.01,1.0,EQUITY,,NSE
NSE_EQ|INE00E101023,11966.0,BIKAJI,BIKAJI FOODS INTERN LTD,704.15,,,0.05,1.0,EQUITY,,NSE
